year,pubpriv,hiqual,degree,sex,age,occ1_lab,rwage,ln_wage
2017.0,Private,GCE A Level or equiv,0.0,Male,28.0,SKILLED TRADE OCCUPATIONS,6.694669645460711,2.0632677185137047
2020.0,Private,GCSE grades A-C or equiv,0.0,Female,27.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,3.4484579111221834,1.707730650710301
2010.0,Public,Degree or equivalent,1.0,Male,46.0,PROFESSIONAL OCCUPATIONS,13.340507390167216,2.557118353001519
2004.0,Private,GCE A Level or equiv,0.0,Male,62.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,27.068390498220946,3.241978233170384
2014.0,Private,Higher education,0.0,Male,53.0,SKILLED TRADE OCCUPATIONS,20.370244509227014,3.135979107834914
2012.0,Public,Other qualifications,0.0,Male,48.0,"PROCESS, PLANT AND MACHINE OPERATIVES",13.740310061130327,2.439049127817659
2019.0,Private,GCE A Level or equiv,0.0,Female,28.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",13.33138194805985,2.413609017395692
2008.0,Public,Higher education,0.0,Female,22.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.268546634204757,1.6936157331109412
2017.0,Private,Degree or equivalent,1.0,Male,27.0,PROFESSIONAL OCCUPATIONS,14.313218532436377,2.6774477090998503
2002.0,Private,Degree or equivalent,1.0,Female,57.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",26.69069761975455,2.8665236329669876
2011.0,Private,Degree or equivalent,1.0,Male,43.0,PROFESSIONAL OCCUPATIONS,47.3961851879714,4.4461349239920835
2005.0,Private,Degree or equivalent,1.0,Male,32.0,"PROCESS, PLANT AND MACHINE OPERATIVES",15.775996468970817,2.754511846158153
2008.0,Private,GCSE grades A-C or equiv,0.0,Female,18.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,2.947671868801862,1.0390466996124563
2010.0,Private,Other qualifications,0.0,Male,64.0,ELEMENTARY OCCUPATIONS,12.703667127635743,2.586288464167959
2013.0,Private,Higher education,0.0,Female,26.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,13.956859741971417,2.456182211382282
2006.0,Private,Degree or equivalent,1.0,Male,50.0,PROFESSIONAL OCCUPATIONS,25.09951168515677,3.096581454020461
2003.0,Public,Degree or equivalent,1.0,Female,51.0,PROFESSIONAL OCCUPATIONS,27.258599522080814,3.212354170589534
2003.0,Private,Other qualifications,0.0,Female,48.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",12.372732253194261,2.2669429430977837
2008.0,Private,GCSE grades A-C or equiv,0.0,Female,41.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,4.341551765204011,1.2994628248671616
2016.0,Private,Degree or equivalent,1.0,Female,32.0,PROFESSIONAL OCCUPATIONS,30.055519117551317,3.050567246086052
2013.0,Private,GCE A Level or equiv,0.0,Male,25.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,9.021007832940105,2.257656986967949
2014.0,Private,GCE A Level or equiv,0.0,Male,36.0,PROFESSIONAL OCCUPATIONS,23.840044209841164,2.89767853193298
2003.0,Public,Degree or equivalent,1.0,Female,27.0,PROFESSIONAL OCCUPATIONS,12.180825334608402,2.528452128200652
2009.0,Private,GCSE grades A-C or equiv,0.0,Female,50.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,8.110052504943512,1.9523109225276103
2006.0,Public,Degree or equivalent,1.0,Female,28.0,PROFESSIONAL OCCUPATIONS,16.506487033189334,2.2731883035240674
2015.0,Private,GCSE grades A-C or equiv,0.0,Female,39.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,5.138555720329089,1.6862740724169973
2011.0,Private,Other qualifications,0.0,Male,61.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,10.122763949246707,2.039024665667573
2006.0,Public,Other qualifications,0.0,Male,37.0,"PROCESS, PLANT AND MACHINE OPERATIVES",10.937969215342012,2.4100639817146763
2018.0,Private,No qualification,0.0,Male,46.0,"PROCESS, PLANT AND MACHINE OPERATIVES",14.13848633428973,2.6864121327577486
2006.0,Private,Degree or equivalent,1.0,Male,25.0,PROFESSIONAL OCCUPATIONS,13.622120479907444,2.611845945295863
2009.0,Private,GCE A Level or equiv,0.0,Male,65.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.309661329994617,2.0648302992289795
2010.0,Private,Higher education,0.0,Male,35.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",29.320751889625157,3.399273877628171
2010.0,Private,Degree or equivalent,1.0,Male,31.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",40.12761732982524,3.7960337497146917
2006.0,Private,GCE A Level or equiv,0.0,Male,29.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.604358523567561,1.746855467052939
2006.0,Private,Other qualifications,0.0,Female,42.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",11.184241113888483,2.2148335147172764
2016.0,Public,Higher education,0.0,Male,39.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,24.1663123462268,2.972331890964566
2012.0,Public,Degree or equivalent,1.0,Female,53.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",42.114816770689615,3.7479288054619735
2012.0,Private,GCE A Level or equiv,0.0,Male,41.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",18.001356892069865,2.7789525988293047
2005.0,Private,Degree or equivalent,1.0,Male,55.0,PROFESSIONAL OCCUPATIONS,9.793887693626782,2.2186717874554125
2015.0,Public,GCSE grades A-C or equiv,0.0,Female,40.0,ELEMENTARY OCCUPATIONS,8.33447687242261,1.657453260519006
2002.0,Private,GCE A Level or equiv,0.0,Male,36.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",34.21600217468452,2.885485576409032
2010.0,Private,Other qualifications,0.0,Male,46.0,ELEMENTARY OCCUPATIONS,10.924245736300144,2.203356473767415
2012.0,Private,GCE A Level or equiv,0.0,Female,62.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,21.535079743424646,2.447322178561329
2007.0,Private,GCSE grades A-C or equiv,0.0,Female,44.0,"PROCESS, PLANT AND MACHINE OPERATIVES",7.893852384399628,1.8883733116505712
2002.0,Private,Other qualifications,0.0,Male,36.0,"PROCESS, PLANT AND MACHINE OPERATIVES",7.363419201355601,1.9872701449031676
2008.0,Private,GCE A Level or equiv,0.0,Male,67.0,SKILLED TRADE OCCUPATIONS,14.544300689796941,2.408668669351975
2002.0,Private,Higher education,0.0,Female,34.0,PROFESSIONAL OCCUPATIONS,18.929532134327363,2.745704145552383
2013.0,Public,Degree or equivalent,1.0,Female,47.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.099877219494234,2.0017568071161143
2003.0,Private,Degree or equivalent,1.0,Male,52.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",51.38030833663177,3.975258000872942
2013.0,Private,GCSE grades A-C or equiv,0.0,Male,35.0,SKILLED TRADE OCCUPATIONS,16.597969363901747,2.7897670759515236
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,41.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.044735307014792,1.8281898060009458
2008.0,Private,GCE A Level or equiv,0.0,Male,19.0,ELEMENTARY OCCUPATIONS,5.495979795725693,1.4333430782668493
2014.0,Private,GCSE grades A-C or equiv,0.0,Female,51.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,9.411647802843989,2.225127912331269
2010.0,Private,GCE A Level or equiv,0.0,Male,45.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",3.0593734812417033,2.638511038691653
2006.0,Private,Degree or equivalent,1.0,Male,49.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,56.58067929688884,3.9727844480302905
2017.0,Private,GCE A Level or equiv,0.0,Male,49.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",11.0864699234267,2.5802046847177973
2010.0,Private,GCSE grades A-C or equiv,0.0,Female,41.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.388289498830902,2.167481066962403
2004.0,Private,Higher education,0.0,Female,51.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,22.866106939270736,3.0753487389836525
2003.0,Private,GCE A Level or equiv,0.0,Male,44.0,ELEMENTARY OCCUPATIONS,8.702933378881145,2.0315518726207276
2003.0,Private,GCSE grades A-C or equiv,0.0,Female,46.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,5.68809314533543,1.8971525886194542
2005.0,Private,GCSE grades A-C or equiv,0.0,Female,33.0,SKILLED TRADE OCCUPATIONS,9.183693988610898,1.7809314408449612
2007.0,Private,No qualification,0.0,Female,49.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,8.041264896420731,2.108976890452089
2013.0,Private,GCSE grades A-C or equiv,0.0,Female,47.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",8.864222308562724,1.6113315987527415
2002.0,Private,GCSE grades A-C or equiv,0.0,Male,50.0,PROFESSIONAL OCCUPATIONS,18.645807175267358,2.5753282413503924
2008.0,Public,Degree or equivalent,1.0,Female,38.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,11.697623465084817,2.663490294031093
2014.0,Private,GCE A Level or equiv,0.0,Male,52.0,ELEMENTARY OCCUPATIONS,13.420225740961781,2.2881817116340146
2005.0,Private,Degree or equivalent,1.0,Male,34.0,PROFESSIONAL OCCUPATIONS,18.275459598968503,3.1256696241456834
2010.0,Private,Other qualifications,0.0,Female,30.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",16.792405162342416,2.3795657258939196
2020.0,Private,No qualification,0.0,Male,51.0,ELEMENTARY OCCUPATIONS,12.810484125023045,2.367001709812177
2008.0,Public,Higher education,0.0,Female,42.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",12.634767194918329,2.1714934274750095
2007.0,Private,GCE A Level or equiv,0.0,Male,47.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",18.93156343820066,2.33895986056687
2020.0,Private,Other qualifications,0.0,Female,60.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.169055251320183,1.9744896836607433
2002.0,Private,No qualification,0.0,Female,51.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,5.920570454833626,1.6297269490495487
2013.0,Public,GCSE grades A-C or equiv,0.0,Female,36.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",10.907691738359418,2.1897716966723357
2018.0,Private,GCE A Level or equiv,0.0,Female,47.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",21.535348862409155,2.73521812830569
2003.0,Private,GCE A Level or equiv,0.0,Female,29.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,9.706588387320622,2.1690366759686084
2009.0,Public,Degree or equivalent,1.0,Male,45.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,14.576981600978964,2.4701161254630875
2008.0,Private,GCE A Level or equiv,0.0,Male,59.0,ELEMENTARY OCCUPATIONS,8.361488415468015,1.6831286884268417
2014.0,Public,Higher education,0.0,Male,43.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",17.83479014918718,2.634461599882614
2011.0,Public,Degree or equivalent,1.0,Female,25.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.779253083282551,2.5746700208603652
2008.0,Public,GCSE grades A-C or equiv,0.0,Female,53.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",11.155687093426756,2.3979453440803082
2019.0,Private,GCSE grades A-C or equiv,0.0,Male,42.0,"PROCESS, PLANT AND MACHINE OPERATIVES",10.13398160230841,2.1812404742703126
2018.0,Private,GCSE grades A-C or equiv,0.0,Female,26.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",5.508253611854801,1.7072161198794047
2019.0,Private,Degree or equivalent,1.0,Male,43.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,-2.848369646921334,1.7635382624820775
2018.0,Public,GCSE grades A-C or equiv,0.0,Female,48.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.997897821139619,2.2569458462158654
2017.0,Private,Other qualifications,0.0,Female,58.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,15.542756254683951,2.473624967646117
2012.0,Public,Higher education,0.0,Female,27.0,PROFESSIONAL OCCUPATIONS,9.809122938870704,2.3047592983594334
2003.0,Public,Degree or equivalent,1.0,Female,43.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,17.094271252532653,2.6777525248927896
2011.0,Private,GCE A Level or equiv,0.0,Female,32.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",18.94551259438943,2.8099827822128596
2014.0,Public,Degree or equivalent,1.0,Male,27.0,PROFESSIONAL OCCUPATIONS,13.07340589056971,2.480475648676265
2002.0,Private,GCSE grades A-C or equiv,0.0,Female,51.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,20.410800594693466,2.774117444409987
2010.0,Private,Other qualifications,0.0,Female,26.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.086622021524931,2.3607147373894595
2005.0,Private,GCE A Level or equiv,0.0,Male,54.0,SKILLED TRADE OCCUPATIONS,15.408162820313116,2.6453156514265275
2005.0,Private,GCE A Level or equiv,0.0,Male,19.0,SKILLED TRADE OCCUPATIONS,9.83933057058216,2.317414829666829
2005.0,Private,GCE A Level or equiv,0.0,Female,21.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",10.666123586736168,2.1859595813313195
2003.0,Private,GCSE grades A-C or equiv,0.0,Female,26.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.359366057553736,1.9493525328662704
2012.0,Private,No qualification,0.0,Female,68.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,21.57580604233607,2.840951233180361
2003.0,Private,Degree or equivalent,1.0,Male,68.0,ELEMENTARY OCCUPATIONS,8.844561097451734,1.8933198139704255
2004.0,Private,GCE A Level or equiv,0.0,Male,54.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",12.489505911151777,2.114048060215273
2016.0,Private,Degree or equivalent,1.0,Male,39.0,PROFESSIONAL OCCUPATIONS,24.843451505737313,3.218524481492229
2006.0,Private,Higher education,0.0,Male,56.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,10.592623635196201,2.8679112949140557
2004.0,Private,Other qualifications,0.0,Male,56.0,ELEMENTARY OCCUPATIONS,14.00767483823687,2.887041901918601
2009.0,Public,Degree or equivalent,1.0,Male,36.0,PROFESSIONAL OCCUPATIONS,33.10101536973956,3.2738373385692436
2004.0,Private,Degree or equivalent,1.0,Male,26.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,11.00604311478424,2.3555472970630333
2013.0,Public,Degree or equivalent,1.0,Female,27.0,PROFESSIONAL OCCUPATIONS,6.565171981854986,2.2514970766787696
2015.0,Private,GCE A Level or equiv,0.0,Male,53.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",6.03386924978077,1.8490309050814329
2007.0,Public,Degree or equivalent,1.0,Male,45.0,PROFESSIONAL OCCUPATIONS,22.80321407065204,3.366897511100049
2015.0,Private,Degree or equivalent,1.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,9.30392995210994,2.237805204100529
2004.0,Public,Degree or equivalent,1.0,Male,48.0,PROFESSIONAL OCCUPATIONS,36.51602923658095,3.2177194123169497
2007.0,Private,Higher education,0.0,Female,59.0,SKILLED TRADE OCCUPATIONS,13.972332410052159,2.8976383251598765
2008.0,Private,GCE A Level or equiv,0.0,Female,50.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,9.376129495037523,2.4104321793411314
2011.0,Public,Degree or equivalent,1.0,Female,25.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",5.866066577766853,1.8647966234010673
2016.0,Public,Higher education,0.0,Female,41.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,16.546175238845244,2.595041719738977
2002.0,Public,GCE A Level or equiv,0.0,Female,46.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",4.147457721222758,1.2378360830771697
2012.0,Private,GCSE grades A-C or equiv,0.0,Male,19.0,SKILLED TRADE OCCUPATIONS,8.866984460359157,1.97657824874887
2002.0,Private,GCSE grades A-C or equiv,0.0,Male,33.0,"PROCESS, PLANT AND MACHINE OPERATIVES",10.837744755657804,2.349471994976377
2008.0,Private,Degree or equivalent,1.0,Female,49.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,17.84766702583927,2.6457487745417723
2014.0,Private,No qualification,0.0,Female,58.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,16.895495908177857,2.412679732783074
2018.0,Public,Degree or equivalent,1.0,Female,38.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.429036612275391,2.4122746048289008
2005.0,Public,GCSE grades A-C or equiv,0.0,Female,67.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,6.709618112596933,1.9417795322944922
2004.0,Private,Degree or equivalent,1.0,Female,33.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,24.335130110893665,3.0754703433326354
2008.0,Private,No qualification,0.0,Male,29.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,-29.553123346993495,1.2404044986446896
2006.0,Public,Degree or equivalent,1.0,Female,45.0,PROFESSIONAL OCCUPATIONS,28.106486055963146,3.5508980516348623
2004.0,Private,GCSE grades A-C or equiv,0.0,Female,25.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.598025330162769,1.956027348021103
2008.0,Private,Degree or equivalent,1.0,Male,27.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",21.882996634703236,2.8427012689406492
2018.0,Private,GCSE grades A-C or equiv,0.0,Female,38.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",2.7944904956811065,1.7332200128068838
2015.0,Public,Degree or equivalent,1.0,Female,28.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,5.739898003897977,2.04017460918724
2003.0,Private,Degree or equivalent,1.0,Male,60.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",108.65670960662278,5.087379759941509
2020.0,Private,Degree or equivalent,1.0,Male,48.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,40.60942929768136,2.8299398555906725
2013.0,Public,Degree or equivalent,1.0,Female,49.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",10.960953092967069,2.1627908735890773
2010.0,Private,Degree or equivalent,1.0,Female,26.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",17.695347468080797,2.9148901421114246
2007.0,Public,GCE A Level or equiv,0.0,Male,36.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,15.91183154439504,2.7214549156233234
2002.0,Private,GCSE grades A-C or equiv,0.0,Female,42.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,3.871243712382129,0.9742415557816743
2005.0,Private,Degree or equivalent,1.0,Male,25.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",22.67791458059012,2.599451839160827
2015.0,Public,GCE A Level or equiv,0.0,Male,36.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.169790842735688,2.62711259403728
2006.0,Private,GCE A Level or equiv,0.0,Male,48.0,"PROCESS, PLANT AND MACHINE OPERATIVES",12.343443427224303,2.289762010734701
2006.0,Private,GCSE grades A-C or equiv,0.0,Female,49.0,ELEMENTARY OCCUPATIONS,5.278650163294916,1.5143303863996076
2013.0,Private,Degree or equivalent,1.0,Female,48.0,PROFESSIONAL OCCUPATIONS,8.015293922700355,2.2716473176021474
2016.0,Private,GCSE grades A-C or equiv,0.0,Female,42.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,15.243153907954339,2.5494499615659785
2007.0,Private,GCSE grades A-C or equiv,0.0,Female,34.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.00504697149885,2.1089220537912023
2004.0,Private,GCE A Level or equiv,0.0,Male,18.0,ELEMENTARY OCCUPATIONS,5.724820776105518,1.2695226287908707
2011.0,Private,Degree or equivalent,1.0,Male,28.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.501349808943477,1.9757969888625517
2006.0,Private,Degree or equivalent,1.0,Female,32.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,-9.041656798009491,1.013713535249463
2007.0,Private,Higher education,0.0,Male,42.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.115493596660558,1.991525168034209
2019.0,Public,GCSE grades A-C or equiv,0.0,Female,55.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,12.575342240323085,2.5540763930645323
2010.0,Public,Degree or equivalent,1.0,Female,54.0,PROFESSIONAL OCCUPATIONS,8.556238383094687,2.458598090817495
2011.0,Public,GCSE grades A-C or equiv,0.0,Female,43.0,PROFESSIONAL OCCUPATIONS,15.199546475373657,2.7383314318024086
2012.0,Private,No qualification,0.0,Male,33.0,SKILLED TRADE OCCUPATIONS,16.48930829902541,2.7739466494086056
2009.0,Public,Higher education,0.0,Female,55.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,6.961874213711166,2.0188595307122235
2018.0,Public,GCE A Level or equiv,0.0,Male,45.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,28.534936696165484,3.8507659585522767
2008.0,Private,No qualification,0.0,Male,57.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,41.013380121197656,3.087130410746772
2014.0,Private,No qualification,0.0,Female,53.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,6.056943769004064,1.7062903375214593
2013.0,Private,Other qualifications,0.0,Male,60.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,7.739104239241442,1.8948824700894602
2012.0,Private,Degree or equivalent,1.0,Male,45.0,PROFESSIONAL OCCUPATIONS,48.648351842791186,3.0500552543455965
2007.0,Private,GCE A Level or equiv,0.0,Male,40.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",5.569419782931879,1.9006557017627042
2016.0,Public,Degree or equivalent,1.0,Female,45.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,14.197008606596599,2.506012632737948
2017.0,Public,GCSE grades A-C or equiv,0.0,Female,33.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.393911643568815,2.2875124296342753
2008.0,Private,Degree or equivalent,1.0,Male,46.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,11.33213211164123,2.4030116313021472
2003.0,Public,Degree or equivalent,1.0,Female,43.0,ELEMENTARY OCCUPATIONS,9.728024334839079,2.311906992208025
2020.0,Private,GCSE grades A-C or equiv,0.0,Female,28.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,10.131540276712544,2.0507286880896824
2020.0,Private,Degree or equivalent,1.0,Male,32.0,PROFESSIONAL OCCUPATIONS,19.958952111070815,2.928698594108892
2007.0,Private,Degree or equivalent,1.0,Male,31.0,ELEMENTARY OCCUPATIONS,7.712316479752785,1.8215864148534948
2007.0,Private,No qualification,0.0,Female,64.0,ELEMENTARY OCCUPATIONS,9.93582723443998,2.5706048044015057
2002.0,Private,Degree or equivalent,1.0,Male,28.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,8.692296407593851,2.3032751042345505
2016.0,Private,GCSE grades A-C or equiv,0.0,Female,34.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",5.482937093168799,1.4601652118949404
2009.0,Private,GCSE grades A-C or equiv,0.0,Male,40.0,PROFESSIONAL OCCUPATIONS,-91.62101841888202,2.300706337098899
2012.0,Private,Higher education,0.0,Female,45.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",7.671735708751497,1.8364662809829442
2003.0,Private,GCE A Level or equiv,0.0,Female,35.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,7.603530527814874,1.82480628557511
2019.0,Private,GCSE grades A-C or equiv,0.0,Female,53.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,8.011510269202633,1.8521441315058982
2017.0,Private,GCSE grades A-C or equiv,0.0,Female,66.0,"PROCESS, PLANT AND MACHINE OPERATIVES",3.926504762744079,2.1044323551941697
2015.0,Private,No qualification,0.0,Male,48.0,SKILLED TRADE OCCUPATIONS,14.423829395792271,2.8336359301649368
2007.0,Public,GCE A Level or equiv,0.0,Female,39.0,"CARING, LEISURE AND OTHER SERVICE OCCUPATIONS",9.69865425770785,1.9020465747104744
2019.0,Private,GCSE grades A-C or equiv,0.0,Male,47.0,"PROCESS, PLANT AND MACHINE OPERATIVES",8.767977742514983,2.0337902560280536
2002.0,Private,Higher education,0.0,Male,31.0,SKILLED TRADE OCCUPATIONS,7.604895362611707,1.5025040606042646
2012.0,Private,Degree or equivalent,1.0,Female,44.0,PROFESSIONAL OCCUPATIONS,11.640036580744194,2.6629521862892784
2015.0,Private,GCSE grades A-C or equiv,0.0,Female,54.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,12.290356003529299,2.3695077843476535
2004.0,Private,GCSE grades A-C or equiv,0.0,Female,18.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.860042368921468,2.1858747630156743
2014.0,Private,GCSE grades A-C or equiv,0.0,Female,29.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.764089029762314,2.0860205150684
2016.0,Private,Other qualifications,0.0,Female,56.0,ELEMENTARY OCCUPATIONS,7.98808933443458,1.6767439343295418
2009.0,Public,Degree or equivalent,1.0,Male,44.0,PROFESSIONAL OCCUPATIONS,0.8420297655489009,2.341092119855874
2020.0,Public,Degree or equivalent,1.0,Female,23.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,11.67704003854551,2.4413100448118774
2016.0,Private,GCSE grades A-C or equiv,0.0,Female,30.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,8.964808140076498,1.9326007439851256
2002.0,Public,Degree or equivalent,1.0,Female,33.0,PROFESSIONAL OCCUPATIONS,19.63619125306321,3.2134213116660844
2012.0,Private,Degree or equivalent,1.0,Female,31.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,11.647878233937817,2.5571729784094095
2012.0,Private,Other qualifications,0.0,Female,24.0,ASSOCIATE PROFESSIONAL AND TECHNICAL OCCUPATIONS,15.936259697213952,2.3587877017300074
2011.0,Private,Other qualifications,0.0,Female,34.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",9.391991370515704,1.7156495250208383
2003.0,Public,GCSE grades A-C or equiv,0.0,Female,57.0,ADMINISTRATIVE AND SECRETARIAL OCCUPATIONS,9.474433558728599,2.1502913698341004
2018.0,Private,Other qualifications,0.0,Female,58.0,"MANAGERS, DIRECTORS+SENIOR OFFICIALS",16.902859957951918,2.3608548262787097
2013.0,Public,Higher education,0.0,Male,54.0,PROFESSIONAL OCCUPATIONS,27.495402080917522,3.0638011721631377
2003.0,Private,Degree or equivalent,1.0,Male,64.0,"PROCESS, PLANT AND MACHINE OPERATIVES",-16.384330256984537,1.212503929910099
2017.0,Private,Other qualifications,0.0,Male,59.0,"PROCESS, PLANT AND MACHINE OPERATIVES",13.826953097262438,2.3728416823359266
2008.0,Private,GCE A Level or equiv,0.0,Male,28.0,SALES AND CUSTOMER SERVICE OCCUPATIONS,9.490403442170544,2.0971726245129667
2011.0,Private,Degree or equivalent,1.0,Male,27.0,PROFESSIONAL OCCUPATIONS,9.445404878837369,2.729292511313853
